CATEGORY,AREA_CD,AREA_NM,TOT_REG_CD,ADM_NM,ADM_CD,REG_AREA,AREA,RATE,Area to st,Area to _1
인구밀집지역,POI035,성신여대입구역,"1108083010004",동선동,"1108083",14524.06,2803.941,0.193,"414",성북
인구밀집지역,POI035,성신여대입구역,"1108083020005",동선동,"1108083",25257.41,4548.332,0.180,"414",성북
인구밀집지역,POI035,성신여대입구역,"1108083020003",동선동,"1108083",17797.77,10351.596,0.582,"414",성북
인구밀집지역,POI035,성신여대입구역,"1108083020001",동선동,"1108083",41913.27,4635.153,0.111,"414",성북
인구밀집지역,POI035,성신여대입구역,"1108083040004",동선동,"1108083",42739.81,20571.897,0.481,"414",성북
인구밀집지역,POI035,성신여대입구역,"1108083040001",동선동,"1108083",23096.38,12131.081,0.525,"414",성북
인구밀집지역,POI035,성신여대입구역,"1108083040003",동선동,"1108083",55942.60,18487.524,0.330,"414",성북
인구밀집지역,POI036,수유역,"1109065010011",수유3동,"1109065",11017.04,11015.378,1.000,"424",강북
인구밀집지역,POI036,수유역,"1109065010010",수유3동,"1109065",23156.85,23153.974,1.000,"424",강북
인구밀집지역,POI036,수유역,"1109065010013",수유3동,"1109065",12494.19,12494.194,1.000,"424",강북
인구밀집지역,POI036,수유역,"1109065010012",수유3동,"1109065",11910.84,11908.286,1.000,"424",강북
인구밀집지역,POI036,수유역,"1109065010015",수유3동,"1109065",14622.40,14622.393,1.000,"424",강북
인구밀집지역,POI036,수유역,"1109065010014",수유3동,"1109065",13931.36,13931.358,1.000,"424",강북
인구밀집지역,POI036,수유역,"1109065010009",수유3동,"1109065",19080.41,19080.179,1.000,"424",강북
인구밀집지역,POI036,수유역,"1109065010008",수유3동,"1109065",16012.73,16011.370,1.000,"424",강북
인구밀집지역,POI036,수유역,"1109065010001",수유3동,"1109065",18811.60,18811.605,1.000,"424",강북
인구밀집지역,POI036,수유역,"1109065010003",수유3동,"1109065",27149.96,27149.959,1.000,"424",강북
인구밀집지역,POI036,수유역,"1109065010004",수유3동,"1109065",23643.41,23643.063,1.000,"424",강북
인구밀집지역,POI036,수유역,"1109065010006",수유3동,"1109065",11786.32,11783.972,1.000,"424",강북
인구밀집지역,POI036,수유역,"1109065020006",수유3동,"1109065",25298.31,25295.442,1.000,"424",강북
인구밀집지역,POI036,수유역,"1109065020007",수유3동,"1109065",23433.36,23432.418,1.000,"424",강북
인구밀집지역,POI036,수유역,"1109065020004",수유3동,"1109065",16647.64,16647.638,1.000,"424",강북
인구밀집지역,POI036,수유역,"1109065020005",수유3동,"1109065",14352.09,14352.089,1.000,"424",강북
인구밀집지역,POI036,수유역,"1109065020002",수유3동,"1109065",49398.10,49394.740,1.000,"424",강북
인구밀집지역,POI036,수유역,"1109065020003",수유3동,"1109065",15638.93,15635.676,1.000,"424",강북
인구밀집지역,POI036,수유역,"1109065020001",수유3동,"1109065",28780.20,28775.619,1.000,"424",강북
인구밀집지역,POI037,신논현역·논현역,"1123052030008",논현1동,"1123052",29475.60,8423.589,0.286,"401",서초
인구밀집지역,POI037,신논현역·논현역,"1123052030007",논현1동,"1123052",19173.52,9074.858,0.473,"401",서초
인구밀집지역,POI037,신논현역·논현역,"1123052030006",논현1동,"1123052",65596.19,60060.750,0.916,"401",서초
인구밀집지역,POI037,신논현역·논현역,"1123052030005",논현1동,"1123052",24878.05,19545.168,0.786,"401",서초
인구밀집지역,POI037,신논현역·논현역,"1123052030004",논현1동,"1123052",46090.47,26613.338,0.577,"401",서초
인구밀집지역,POI037,신논현역·논현역,"1123052030001",논현1동,"1123052",14995.77,14995.765,1.000,"401",서초
인구밀집지역,POI037,신논현역·논현역,"1122057020015",반포1동,"1122057",11985.79,7785.103,0.650,"401",서초
인구밀집지역,POI037,신논현역·논현역,"1122057020006",반포1동,"1122057",51319.28,35326.163,0.688,"401",서초
인구밀집지역,POI038,신도림역,"1117051030003",신도림동,"1117051",63002.08,63002.080,1.000,"405",양천
인구밀집지역,POI039,신림역,"1121064010001",서원동,"1121064",4288.31,4288.311,1.000,"410",기상청
인구밀집지역,POI039,신림역,"1121064010002",서원동,"1121064",55738.08,55738.066,1.000,"410",기상청
인구밀집지역,POI039,신림역,"1121064020020",서원동,"1121064",21659.69,21642.981,0.999,"410",기상청
인구밀집지역,POI039,신림역,"1121069020008",신림동,"1121069",7632.31,803.100,0.105,"410",기상청
인구밀집지역,POI039,신림역,"1121069020009",신림동,"1121069",37030.68,23931.649,0.646,"410",기상청
인구밀집지역,POI039,신림역,"1121069020004",신림동,"1121069",12631.79,6382.472,0.505,"410",기상청
인구밀집지역,POI039,신림역,"1121069020002",신림동,"1121069",8471.05,8471.051,1.000,"410",기상청
인구밀집지역,POI039,신림역,"1121069020003",신림동,"1121069",27071.52,27070.251,1.000,"410",기상청
인구밀집지역,POI039,신림역,"1121069030012",신림동,"1121069",7163.26,5589.190,0.780,"410",기상청
인구밀집지역,POI039,신림역,"1121069030008",신림동,"1121069",21475.69,21450.825,0.999,"410",기상청
인구밀집지역,POI039,신림역,"1121069030004",신림동,"1121069",15925.64,15924.541,1.000,"410",기상청
인구밀집지역,POI039,신림역,"1121069030001",신림동,"1121069",19444.90,19444.902,1.000,"410",기상청
인구밀집지역,POI039,신림역,"1121069030901",신림동,"1121069",2444.31,2444.311,1.000,"410",기상청
인구밀집지역,POI040,신촌·이대역,"1114060010005",대흥동,"1114060",66050.04,66041.235,1.000,"411",마포
인구밀집지역,POI040,신촌·이대역,"1114066070001",서교동,"1114066",43052.22,43040.242,1.000,"411",마포
인구밀집지역,POI040,신촌·이대역,"1113075020002",신촌동,"1113075",29389.35,29385.861,1.000,"411",마포
인구밀집지역,POI040,신촌·이대역,"1113075020004",신촌동,"1113075",43193.06,43188.705,1.000,"411",마포
인구밀집지역,POI040,신촌·이대역,"1113075030011",신촌동,"1113075",26692.96,26690.865,1.000,"411",마포
인구밀집지역,POI040,신촌·이대역,"1113075030010",신촌동,"1113075",63671.54,63661.726,1.000,"411",마포
인구밀집지역,POI040,신촌·이대역,"1113075040005",신촌동,"1113075",50028.95,50028.948,1.000,"411",마포
인구밀집지역,POI040,신촌·이대역,"1113075040006",신촌동,"1113075",21968.05,21965.022,1.000,"411",마포
인구밀집지역,POI040,신촌·이대역,"1113075040001",신촌동,"1113075",85821.21,85815.558,1.000,"411",마포
인구밀집지역,POI040,신촌·이대역,"1113075040002",신촌동,"1113075",16757.61,16757.606,1.000,"411",마포
인구밀집지역,POI040,신촌·이대역,"1113075040003",신촌동,"1113075",26500.25,26500.253,1.000,"411",마포
인구밀집지역,POI040,신촌·이대역,"1113075040004",신촌동,"1113075",8418.06,8418.064,1.000,"411",마포
인구밀집지역,POI040,신촌·이대역,"1113075040101",신촌동,"1113075",3316.54,3316.416,1.000,"411",마포
인구밀집지역,POI041,양재역,"1123066020004",도곡1동,"1123066",13104.40,13104.402,1.000,"401",서초
인구밀집지역,POI041,양재역,"1123066020002",도곡1동,"1123066",15970.16,15970.108,1.000,"401",서초
인구밀집지역,POI041,양재역,"1123066020003",도곡1동,"1123066",45612.31,16962.213,0.372,"401",서초
인구밀집지역,POI041,양재역,"1123066020001",도곡1동,"1123066",25351.27,25185.118,0.993,"401",서초
인구밀집지역,POI041,양재역,"1123066020008",도곡1동,"1123066",32669.58,32669.584,1.000,"401",서초
인구밀집지역,POI041,양재역,"1123066020010",도곡1동,"1123066",43135.77,10049.153,0.233,"401",서초
인구밀집지역,POI041,양재역,"1122052060002",서초2동,"1122052",62560.08,56287.706,0.900,"401",서초
인구밀집지역,POI041,양재역,"1122052060003",서초2동,"1122052",72377.51,7343.199,0.101,"401",서초
인구밀집지역,POI041,양재역,"1122052060001",서초2동,"1122052",31204.12,20909.852,0.670,"401",서초
인구밀집지역,POI041,양재역,"1122052060301",서초2동,"1122052",13607.15,13607.146,1.000,"401",서초
인구밀집지역,POI041,양재역,"1122052070001",서초2동,"1122052",231685.62,2669.670,0.012,"401",서초
인구밀집지역,POI041,양재역,"1122066010001",양재1동,"1122066",511160.22,26474.039,0.052,"401",서초
인구밀집지역,POI041,양재역,"1122066020012",양재1동,"1122066",46572.46,13448.367,0.289,"401",서초
인구밀집지역,POI041,양재역,"1122066020006",양재1동,"1122066",32709.69,32709.683,1.000,"401",서초
인구밀집지역,POI041,양재역,"1122066020014",양재1동,"1122066",13695.14,1122.969,0.082,"401",서초
인구밀집지역,POI042,역삼역,"1123064020003",역삼1동,"1123064",94594.21,64979.521,0.687,"401",서초
인구밀집지역,POI042,역삼역,"1123064020008",역삼1동,"1123064",54620.74,27625.834,0.506,"401",서초
인구밀집지역,POI042,역삼역,"1123064030007",역삼1동,"1123064",55665.58,55665.580,1.000,"401",서초
인구밀집지역,POI042,역삼역,"1123064040004",역삼1동,"1123064",62642.30,62621.415,1.000,"401",서초
인구밀집지역,POI042,역삼역,"1123064040003",역삼1동,"1123064",71804.68,65429.073,0.911,"401",서초
인구밀집지역,POI042,역삼역,"1123065020006",역삼2동,"1123065",26255.51,11221.325,0.427,"401",서초
인구밀집지역,POI042,역삼역,"1123065020007",역삼2동,"1123065",159212.91,132955.748,0.835,"401",서초
인구밀집지역,POI042,역삼역,"1123065020005",역삼2동,"1123065",11457.77,1561.141,0.136,"401",서초
인구밀집지역,POI042,역삼역,"1123065020201",역삼2동,"1123065",4414.61,4414.614,1.000,"401",서초
인구밀집지역,POI042,역삼역,"1123065021101",역삼2동,"1123065",5057.24,5057.240,1.000,"401",서초
인구밀집지역,POI043,연신내역,"1112052020005",불광1동,"1112052",33850.78,33838.594,1.000,"540",고양
인구밀집지역,POI043,연신내역,"1112055030006",갈현1동,"1112055",37788.94,37786.137,1.000,"540",고양
인구밀집지역,POI043,연신내역,"1112056020001",갈현2동,"1112056",27192.90,27187.731,1.000,"540",고양
인구밀집지역,POI043,연신내역,"1112058010024",대조동,"1112058",21679.16,21677.320,1.000,"540",고양
인구밀집지역,POI043,연신내역,"1112058010003",대조동,"1112058",21528.11,21524.877,1.000,"540",고양
인구밀집지역,POI043,연신내역,"1112072010021",불광2동,"1112072",23079.91,23075.009,1.000,"540",고양
인구밀집지역,POI044,오목교역·목동운동장,"1115051010005",목1동,"1115051",2920.78,2920.778,1.000,"405",양천
인구밀집지역,POI044,오목교역·목동운동장,"1115051010004",목1동,"1115051",260077.27,201997.087,0.777,"405",양천
인구밀집지역,POI044,오목교역·목동운동장,"1115051010006",목1동,"1115051",318858.62,234859.919,0.737,"405",양천
인구밀집지역,POI044,오목교역·목동운동장,"1115051010001",목1동,"1115051",4489.09,4489.091,1.000,"405",양천
인구밀집지역,POI044,오목교역·목동운동장,"1115051010003",목1동,"1115051",215233.43,215220.784,1.000,"405",양천
인구밀집지역,POI044,오목교역·목동운동장,"1115051010002",목1동,"1115051",3435.06,3435.058,1.000,"405",양천
인구밀집지역,POI044,오목교역·목동운동장,"1115051010501",목1동,"1115051",8817.79,8817.791,1.000,"405",양천
인구밀집지역,POI044,오목교역·목동운동장,"1115051010601",목1동,"1115051",5966.28,5966.279,1.000,"405",양천
인구밀집지역,POI044,오목교역·목동운동장,"1115051010701",목1동,"1115051",7286.28,7286.277,1.000,"405",양천
인구밀집지역,POI044,오목교역·목동운동장,"1115051010703",목1동,"1115051",8541.22,8541.217,1.000,"405",양천
인구밀집지역,POI044,오목교역·목동운동장,"1115051010702",목1동,"1115051",8275.24,8275.239,1.000,"405",양천
인구밀집지역,POI044,오목교역·목동운동장,"1115051010802",목1동,"1115051",2941.67,2941.673,1.000,"405",양천
인구밀집지역,POI044,오목교역·목동운동장,"1115051010801",목1동,"1115051",3938.09,3938.085,1.000,"405",양천
인구밀집지역,POI044,오목교역·목동운동장,"1115051011101",목1동,"1115051",6115.61,6115.613,1.000,"405",양천
인구밀집지역,POI044,오목교역·목동운동장,"1115051011402",목1동,"1115051",14239.76,14239.758,1.000,"405",양천
인구밀집지역,POI044,오목교역·목동운동장,"1115051011401",목1동,"1115051",6889.52,6889.524,1.000,"405",양천
인구밀집지역,POI044,오목교역·목동운동장,"1115051020004",목1동,"1115051",43162.32,43041.893,0.997,"405",양천
인구밀집지역,POI044,오목교역·목동운동장,"1115051020003",목1동,"1115051",10244.07,10242.777,1.000,"405",양천
인구밀집지역,POI044,오목교역·목동운동장,"1115051020001",목1동,"1115051",30365.44,30365.436,1.000,"405",양천
인구밀집지역,POI044,오목교역·목동운동장,"1115051020205",목1동,"1115051",5423.04,5423.041,1.000,"405",양천
인구밀집지역,POI044,오목교역·목동운동장,"1115051020202",목1동,"1115051",6438.13,6438.128,1.000,"405",양천
인구밀집지역,POI044,오목교역·목동운동장,"1115051020203",목1동,"1115051",6292.64,6292.636,1.000,"405",양천
인구밀집지역,POI044,오목교역·목동운동장,"1115051020201",목1동,"1115051",4806.41,4806.405,1.000,"405",양천
인구밀집지역,POI044,오목교역·목동운동장,"1115051020206",목1동,"1115051",6716.99,6716.985,1.000,"405",양천
인구밀집지역,POI044,오목교역·목동운동장,"1115051020204",목1동,"1115051",6930.99,6930.991,1.000,"405",양천
인구밀집지역,POI044,오목교역·목동운동장,"1115051020501",목1동,"1115051",6967.04,6967.037,1.000,"405",양천
인구밀집지역,POI044,오목교역·목동운동장,"1115051020702",목1동,"1115051",4190.00,4189.997,1.000,"405",양천
인구밀집지역,POI044,오목교역·목동운동장,"1115051020701",목1동,"1115051",4876.45,4834.160,0.991,"405",양천
인구밀집지역,POI044,오목교역·목동운동장,"1115051020802",목1동,"1115051",13289.00,7814.286,0.588,"405",양천
인구밀집지역,POI044,오목교역·목동운동장,"1115051020801",목1동,"1115051",10187.13,5728.350,0.562,"405",양천
인구밀집지역,POI044,오목교역·목동운동장,"1115051021101",목1동,"1115051",10121.07,10103.010,0.998,"405",양천
인구밀집지역,POI044,오목교역·목동운동장,"1115051021202",목1동,"1115051",4550.72,4550.723,1.000,"405",양천
인구밀집지역,POI044,오목교역·목동운동장,"1115051021201",목1동,"1115051",2943.28,2943.276,1.000,"405",양천
인구밀집지역,POI044,오목교역·목동운동장,"1115071020002",목5동,"1115071",338371.26,43766.232,0.129,"405",양천
인구밀집지역,POI044,오목교역·목동운동장,"1115071020001",목5동,"1115071",96785.23,96732.566,0.999,"405",양천
인구밀집지역,POI044,오목교역·목동운동장,"1115071020101",목5동,"1115071",10631.64,10631.642,1.000,"405",양천
인구밀집지역,POI044,오목교역·목동운동장,"1115071020301",목5동,"1115071",4919.63,4919.627,1.000,"405",양천
인구밀집지역,POI044,오목교역·목동운동장,"1115071020401",목5동,"1115071",6095.26,6083.128,0.998,"405",양천
인구밀집지역,POI044,오목교역·목동운동장,"1115071020601",목5동,"1115071",10560.04,10515.180,0.996,"405",양천
인구밀집지역,POI044,오목교역·목동운동장,"1115071020701",목5동,"1115071",9690.25,9659.105,0.997,"405",양천
인구밀집지역,POI045,왕십리역,"1104054040001",마장동,"1104054",27729.86,27729.860,1.000,"421",성동
인구밀집지역,POI045,왕십리역,"1104054040002",마장동,"1104054",23004.61,23004.606,1.000,"421",성동
인구밀집지역,POI045,왕십리역,"1104054040003",마장동,"1104054",31403.51,31403.498,1.000,"421",성동
인구밀집지역,POI045,왕십리역,"1104054040201",마장동,"1104054",5765.33,5765.327,1.000,"421",성동
인구밀집지역,POI045,왕십리역,"1104054040301",마장동,"1104054",12062.16,12062.156,1.000,"421",성동
인구밀집지역,POI045,왕십리역,"1104054040302",마장동,"1104054",8925.20,8925.200,1.000,"421",성동
인구밀집지역,POI045,왕십리역,"1104054040501",마장동,"1104054",7481.71,7481.714,1.000,"421",성동
인구밀집지역,POI045,왕십리역,"1104054040502",마장동,"1104054",4024.52,4024.522,1.000,"421",성동
인구밀집지역,POI045,왕십리역,"1104055010004",사근동,"1104055",14749.35,14749.351,1.000,"421",성동
인구밀집지역,POI045,왕십리역,"1104055010001",사근동,"1104055",31283.56,31282.981,1.000,"421",성동
인구밀집지역,POI045,왕십리역,"1104055010003",사근동,"1104055",10329.03,10329.026,1.000,"421",성동
인구밀집지역,POI045,왕십리역,"1104055010002",사근동,"1104055",11465.25,11465.247,1.000,"421",성동
인구밀집지역,POI045,왕십리역,"1104055010005",사근동,"1104055",15035.39,15035.391,1.000,"421",성동
인구밀집지역,POI045,왕십리역,"1104056010001",행당1동,"1104056",133446.20,133441.231,1.000,"421",성동
인구밀집지역,POI045,왕십리역,"1104056010101",행당1동,"1104056",6404.98,6404.983,1.000,"421",성동
인구밀집지역,POI045,왕십리역,"1104056010103",행당1동,"1104056",17483.12,17483.122,1.000,"421",성동
인구밀집지역,POI045,왕십리역,"1104056010102",행당1동,"1104056",14772.11,14772.041,1.000,"421",성동
인구밀집지역,POI045,왕십리역,"1104056010201",행당1동,"1104056",3863.29,3863.290,1.000,"421",성동
인구밀집지역,POI045,왕십리역,"1104056010202",행당1동,"1104056",3002.61,3002.613,1.000,"421",성동
인구밀집지역,POI046,용산역,"1103057020001",원효로2동,"1103057",111700.82,44292.876,0.397,"415",용산
인구밀집지역,POI046,용산역,"1103064010001",이촌2동,"1103064",32264.97,7669.203,0.238,"415",용산
인구밀집지역,POI046,용산역,"1103072040003",원효로1동,"1103072",78311.94,23682.680,0.302,"415",용산
인구밀집지역,POI046,용산역,"1103073020003",한강로동,"1103073",254749.16,68937.529,0.271,"415",용산
인구밀집지역,POI046,용산역,"1103073020004",한강로동,"1103073",793427.05,735908.348,0.928,"415",용산
인구밀집지역,POI047,이태원역,"1103065010001",이태원1동,"1103065",55025.06,4511.676,0.082,"419",중구
인구밀집지역,POI047,이태원역,"1103065010002",이태원1동,"1103065",157155.10,39215.256,0.250,"419",중구
인구밀집지역,POI047,이태원역,"1103065020002",이태원1동,"1103065",43646.54,20897.497,0.479,"419",중구
인구밀집지역,POI047,이태원역,"1103065030001",이태원1동,"1103065",25276.82,5064.775,0.200,"419",중구
인구밀집지역,POI047,이태원역,"1103065030003",이태원1동,"1103065",29138.80,29135.633,1.000,"419",중구
인구밀집지역,POI047,이태원역,"1103065030002",이태원1동,"1103065",64968.06,15594.372,0.240,"419",중구
인구밀집지역,POI048,장지역,"1124069020004",문정2동,"1124069",59267.22,28268.796,0.477,"403",송파
인구밀집지역,POI048,장지역,"1124069020005",문정2동,"1124069",50395.29,50395.258,1.000,"403",송파
인구밀집지역,POI048,장지역,"1124069020001",문정2동,"1124069",990286.18,258074.512,0.261,"403",송파
인구밀집지역,POI048,장지역,"1124069020101",문정2동,"1124069",20392.32,20392.314,1.000,"403",송파
인구밀집지역,POI048,장지역,"1124069020102",문정2동,"1124069",19977.51,19962.485,0.999,"403",송파
인구밀집지역,POI048,장지역,"1124081020002",장지동,"1124081",127844.80,50336.665,0.394,"403",송파
인구밀집지역,POI049,장한평역,"1106087020008",장안1동,"1106087",33107.60,19629.348,0.593,"408",동대문
인구밀집지역,POI049,장한평역,"1106087020009",장안1동,"1106087",93251.50,21679.267,0.232,"408",동대문
인구밀집지역,POI049,장한평역,"1106087020010",장안1동,"1106087",24644.57,12230.444,0.496,"408",동대문
인구밀집지역,POI049,장한평역,"1106087020014",장안1동,"1106087",47911.71,46649.785,0.974,"408",동대문
인구밀집지역,POI049,장한평역,"1106087030007",장안1동,"1106087",26182.41,21352.517,0.816,"408",동대문
인구밀집지역,POI049,장한평역,"1106087030004",장안1동,"1106087",18324.01,12321.178,0.672,"408",동대문
인구밀집지역,POI049,장한평역,"1106087030003",장안1동,"1106087",27142.20,27142.198,1.000,"408",동대문
인구밀집지역,POI049,장한평역,"1106087030002",장안1동,"1106087",32980.59,17090.527,0.518,"408",동대문
인구밀집지역,POI049,장한평역,"1106087030001",장안1동,"1106087",14639.55,8331.214,0.569,"408",동대문
인구밀집지역,POI049,장한평역,"1106087030010",장안1동,"1106087",30599.27,30599.271,1.000,"408",동대문
인구밀집지역,POI049,장한평역,"1106087030012",장안1동,"1106087",55628.49,44128.995,0.793,"408",동대문
인구밀집지역,POI049,장한평역,"1106087030401",장안1동,"1106087",5199.24,5199.242,1.000,"408",동대문
인구밀집지역,POI049,장한평역,"1104070010004",용답동,"1104070",126008.38,31006.687,0.246,"408",동대문
인구밀집지역,POI049,장한평역,"1104070010001",용답동,"1104070",67675.71,20597.197,0.304,"408",동대문
인구밀집지역,POI049,장한평역,"1104070010003",용답동,"1104070",27208.18,27208.178,1.000,"408",동대문
인구밀집지역,POI049,장한평역,"1104070010002",용답동,"1104070",1200554.56,107601.393,0.090,"408",동대문
인구밀집지역,POI050,천호역,"1125066010015",성내2동,"1125066",43435.60,31682.655,0.729,"402",강동
인구밀집지역,POI050,천호역,"1125073020007",천호2동,"1125073",25682.23,10330.974,0.402,"402",강동
인구밀집지역,POI050,천호역,"1125073020001",천호2동,"1125073",31621.74,10842.303,0.343,"402",강동
인구밀집지역,POI050,천호역,"1125073030012",천호2동,"1125073",95677.39,61319.915,0.641,"402",강동
인구밀집지역,POI050,천호역,"1125073030011",천호2동,"1125073",15012.93,15012.931,1.000,"402",강동
인구밀집지역,POI050,천호역,"1125073030301",천호2동,"1125073",13441.75,13430.511,0.999,"402",강동
인구밀집지역,POI050,천호역,"1125073030801",천호2동,"1125073",2037.50,2037.503,1.000,"402",강동
인구밀집지역,POI050,천호역,"1124051010022",풍납1동,"1124051",48750.55,9295.717,0.191,"402",강동
인구밀집지역,POI051,총신대입구(이수)역,"1122063010005",방배2동,"1122063",64654.28,22136.151,0.342,"889",현충원
인구밀집지역,POI051,총신대입구(이수)역,"1122065010002",방배4동,"1122065",46559.78,24702.798,0.531,"889",현충원
인구밀집지역,POI051,총신대입구(이수)역,"1120063010004",사당1동,"1120063",24270.47,24270.469,1.000,"889",현충원
인구밀집지역,POI051,총신대입구(이수)역,"1120063010007",사당1동,"1120063",28525.13,10640.334,0.373,"889",현충원
인구밀집지역,POI051,총신대입구(이수)역,"1120063010011",사당1동,"1120063",16477.55,16471.669,1.000,"889",현충원
인구밀집지역,POI051,총신대입구(이수)역,"1120063010013",사당1동,"1120063",11292.14,11292.039,1.000,"889",현충원
인구밀집지역,POI051,총신대입구(이수)역,"1120063010101",사당1동,"1120063",8787.73,8787.732,1.000,"889",현충원
인구밀집지역,POI051,총신대입구(이수)역,"1120073030006",사당2동,"1120073",16764.67,8361.222,0.499,"889",현충원
인구밀집지역,POI051,총신대입구(이수)역,"1120073030011",사당2동,"1120073",23149.69,8143.372,0.352,"889",현충원
인구밀집지역,POI051,총신대입구(이수)역,"1120073030007",사당2동,"1120073",20136.89,16618.971,0.825,"889",현충원
인구밀집지역,POI051,총신대입구(이수)역,"1120073040002",사당2동,"1120073",48788.79,48788.442,1.000,"889",현충원
인구밀집지역,POI051,총신대입구(이수)역,"1120073040003",사당2동,"1120073",28794.31,15654.637,0.544,"889",현충원
인구밀집지역,POI051,총신대입구(이수)역,"1120073040001",사당2동,"1120073",28649.14,28648.829,1.000,"889",현충원
인구밀집지역,POI052,충정로역,"1114077010001",공덕동,"1114077",7392.90,7392.849,1.000,"108",서울
인구밀집지역,POI052,충정로역,"1114077010003",공덕동,"1114077",29362.35,10048.486,0.342,"108",서울
인구밀집지역,POI052,충정로역,"1114077010017",공덕동,"1114077",7584.18,4893.258,0.645,"108",서울
인구밀집지역,POI052,충정로역,"1113073020002",충현동,"1113073",55112.31,31720.508,0.576,"108",서울
인구밀집지역,POI052,충정로역,"1113073020001",충현동,"1113073",13242.35,13242.351,1.000,"108",서울
인구밀집지역,POI052,충정로역,"1113073020101",충현동,"1113073",3620.33,3620.331,1.000,"108",서울
인구밀집지역,POI052,충정로역,"1113073030003",충현동,"1113073",56322.21,23712.331,0.421,"108",서울
인구밀집지역,POI052,충정로역,"1102068010002",중림동,"1102068",117285.06,11428.621,0.097,"108",서울
인구밀집지역,POI052,충정로역,"1102068010001",중림동,"1102068",46909.36,17949.248,0.383,"108",서울
인구밀집지역,POI052,충정로역,"1102068020004",중림동,"1102068",122317.61,4075.015,0.033,"108",서울
인구밀집지역,POI052,충정로역,"1102068020005",중림동,"1102068",16625.42,16625.419,1.000,"108",서울
인구밀집지역,POI052,충정로역,"1102068020002",중림동,"1102068",7827.89,7827.893,1.000,"108",서울
인구밀집지역,POI053,합정역,"1114068010001",합정동,"1114068",12970.16,12970.164,1.000,"411",마포
인구밀집지역,POI053,합정역,"1114068010003",합정동,"1114068",13278.11,13278.110,1.000,"411",마포
인구밀집지역,POI053,합정역,"1114068010002",합정동,"1114068",9304.89,9304.894,1.000,"411",마포
인구밀집지역,POI053,합정역,"1114068010005",합정동,"1114068",18955.11,18955.112,1.000,"411",마포
인구밀집지역,POI053,합정역,"1114068010004",합정동,"1114068",14143.60,14143.604,1.000,"411",마포
인구밀집지역,POI053,합정역,"1114068010007",합정동,"1114068",9908.59,9908.592,1.000,"411",마포
인구밀집지역,POI053,합정역,"1114068010006",합정동,"1114068",13270.27,13270.273,1.000,"411",마포
인구밀집지역,POI053,합정역,"1114068010014",합정동,"1114068",13881.14,13881.139,1.000,"411",마포
인구밀집지역,POI053,합정역,"1114068010011",합정동,"1114068",10459.71,10459.709,1.000,"411",마포
인구밀집지역,POI053,합정역,"1114068010010",합정동,"1114068",38578.60,38578.387,1.000,"411",마포
인구밀집지역,POI053,합정역,"1114068010013",합정동,"1114068",32808.09,32808.075,1.000,"411",마포
인구밀집지역,POI053,합정역,"1114068010012",합정동,"1114068",12058.81,12058.808,1.000,"411",마포
인구밀집지역,POI053,합정역,"1114068010009",합정동,"1114068",13836.86,13836.724,1.000,"411",마포
인구밀집지역,POI053,합정역,"1114068010008",합정동,"1114068",22049.42,22049.422,1.000,"411",마포
인구밀집지역,POI053,합정역,"1114068010301",합정동,"1114068",10858.13,10858.131,1.000,"411",마포
인구밀집지역,POI053,합정역,"1114068010701",합정동,"1114068",684.96,684.963,1.000,"411",마포
인구밀집지역,POI053,합정역,"1114068010702",합정동,"1114068",20227.36,20227.360,1.000,"411",마포
인구밀집지역,POI053,합정역,"1114068040003",합정동,"1114068",22907.56,11336.605,0.495,"411",마포
인구밀집지역,POI053,합정역,"1114068040008",합정동,"1114068",49854.47,49851.342,1.000,"411",마포
인구밀집지역,POI053,합정역,"1114068040009",합정동,"1114068",21854.08,15448.036,0.707,"411",마포
인구밀집지역,POI053,합정역,"1114068040010",합정동,"1114068",31993.13,31993.132,1.000,"411",마포
인구밀집지역,POI053,합정역,"1114068040012",합정동,"1114068",12590.45,12589.752,1.000,"411",마포
인구밀집지역,POI053,합정역,"1114068040013",합정동,"1114068",14230.17,14230.172,1.000,"411",마포
인구밀집지역,POI053,합정역,"1114068040004",합정동,"1114068",25787.70,25786.841,1.000,"411",마포
인구밀집지역,POI053,합정역,"1114068040005",합정동,"1114068",37449.21,37449.210,1.000,"411",마포
인구밀집지역,POI053,합정역,"1114068040006",합정동,"1114068",15651.65,15651.654,1.000,"411",마포
인구밀집지역,POI053,합정역,"1114068040002",합정동,"1114068",16727.92,2274.023,0.136,"411",마포
인구밀집지역,POI054,혜화역,"1101064010008",이화동,"1101064",24259.75,5434.078,0.224,"414",성북
인구밀집지역,POI054,혜화역,"1101064010005",이화동,"1101064",55829.17,51005.256,0.914,"414",성북
인구밀집지역,POI054,혜화역,"1101064010006",이화동,"1101064",52951.91,19628.412,0.371,"414",성북
인구밀집지역,POI054,혜화역,"1101064010004",이화동,"1101064",38946.52,22341.566,0.574,"414",성북
인구밀집지역,POI054,혜화역,"1101073030001",혜화동,"1101073",120875.96,22726.373,0.188,"414",성북
인구밀집지역,POI054,혜화역,"1101073040001",혜화동,"1101073",34802.20,34802.204,1.000,"414",성북
인구밀집지역,POI054,혜화역,"1101073040002",혜화동,"1101073",62109.42,60985.980,0.982,"414",성북
인구밀집지역,POI055,홍대입구역(2호선),"1114066010002",서교동,"1114066",49420.37,13017.626,0.263,"411",마포
